POI_NM,CL_NM,CTPRVN_NM,SIGNGU_NM,RDNMADR_NM,LC_LO,LC_LA,GID_CD
보덕사,지역사찰,경상북도,의성군,목촌길,128.6902361,36.42896671,마바066263
숭보사,지역사찰,인천광역시,부평구,경원대로,126.6958689,37.48080856,다사289427
팔등사,지역사찰,전라북도,익산시,오산2길,126.9108557,35.94547747,다마468722
정토사,지역사찰,경상남도,진주시,판문로495번길,128.0265154,35.20855513,라라479904
영명사,지역사찰,경상북도,김천시,신왕1길,128.143184,36.0132981,라마579798
금선사절,지역사찰,경상북도,경주시,용명공단길,129.1193859,35.86600193,마마462644
적선사,지역사찰,경상북도,경산시,계정길,128.8146231,35.81671356,마마187586
구룡사,지역사찰,충청남도,논산시,논산대로215번길,127.0856602,36.18729259,다마627989
대승원,지역사찰,대구광역시,달서구,앞산순환로,128.5567385,35.82651102,라마954594
수도암,지역사찰,대구광역시,동구,팔공산로292길,128.6918584,35.96088114,마마074744
약천사,지역사찰,경상북도,청도군,구복길,128.873046,35.73613832,마마241497
삼덕사,지역사찰,경상남도,통영시,당포길,128.3856375,34.79473536,라라810448
죽림정사,지역사찰,충청남도,논산시,죽림동길,127.1222512,36.0945086,다마659886
한성포교원,지역사찰,서울특별시,중랑구,용마산로94다길,127.1006816,37.5886136,다사647544
무심사,지역사찰,경상남도,고성군,암전1길,128.3132586,34.99957358,라라742674
정각사,지역사찰,경상남도,산청군,,127.8355236,35.41798949,라마304136
자비정사,지역사찰,제주특별자치도,제주시,월평7길,126.5762899,33.47669404,다나141987
용국사,지역사찰,경상남도,사천시,구실1길,128.1208414,34.9550771,라라566624
정락사,지역사찰,경기도,안성시,산책길,127.2047672,37.01507836,다바737907
세지암,지역사찰,인천광역시,부평구,아트센터로44번길,126.7036298,37.47199268,다사295417
금당불교미술원,지역사찰,대구광역시,달서구,수밭길,128.5477295,35.79594753,라마946560
사천왕사,지역사찰,경상북도,경주시,시래둑길,129.3049477,35.78153223,마마631554
혜심정사,지역사찰,경기도,남양주시,평내로,127.2312112,37.64365084,다사762604
선재선재사,지역사찰,경상북도,문경시,우무실안길,128.1223152,36.7247842,라바555587
아실암,지역사찰,전라남도,보성군,죽산길,127.1315732,34.95997557,다라663628
원통사,지역사찰,충청남도,공주시,큰칡골길,127.2183212,36.4102825,다바747236
천명사,지역사찰,부산광역시,동구,수정공원남로,129.0362346,35.12654557,마라399823
노원정토회,지역사찰,서울특별시,노원구,노해로,127.0659304,37.65575919,다사617618
은적사,지역사찰,전라남도,해남군,은적사길,126.6015887,34.5973466,다라176229
청룡사,지역사찰,경상북도,상주시,갱다불길,128.2649849,36.43751323,라바685269
자정원,지역사찰,경기도,의왕시,양지편로,126.9925184,37.39179732,다사550326
장엄사,지역사찰,인천광역시,강화군,해안남로,126.4114161,37.60705309,다사039569
송덕사,지역사찰,강원도,횡성군,청일로,128.240064,37.59290146,라사653550
비법사,지역사찰,경기도,안성시,만세로,127.1645225,37.0604003,다바701958
양계사,지역사찰,경상남도,합천군,합천대로,128.1458667,35.42950611,라마586150
백운정사,지역사찰,경기도,양평군,화서로,127.4380693,37.63763604,다사945597
죽림사,지역사찰,강원도,강릉시,유죽길,128.8714909,37.78305839,마사207768
진강사,지역사찰,강원도,평창군,사남산길,128.5498264,37.62875422,라사926593
보광사,지역사찰,서울특별시,노원구,동일로193길,127.0707834,37.62548764,다사621585
불국사,지역사찰,서울특별시,종로구,옥인5길,126.9648268,37.58263746,다사527538
불암사,지역사찰,경기도,안양시 동안구,임곡로,126.9328217,37.40944799,다사498346
거북암,지역사찰,경상북도,경산시,환성로,128.7734356,35.93278908,마마148714
선광사,지역사찰,대구광역시,동구,동호로7길,128.7317471,35.87004386,마마111644
석주사,지역사찰,대구광역시,달성군,가창로10길,128.6773872,35.72327347,마마064480
학성사,지역사찰,경상북도,경주시,모화북3길,129.3362844,35.6853714,마마661447
구선사,지역사찰,울산광역시,울주군,진목윗길,129.2098502,35.57075768,마마549318
성불사,지역사찰,경상북도,고령군,좌학길,128.4447375,35.82303029,라마853589
도원암,지역사찰,경상북도,고령군,구곡길,128.3777889,35.71670787,라마793470
수도사,지역사찰,충청남도,서천군,대백제로1265번길,126.6801385,36.10913179,다마262905
광명사,지역사찰,충청남도,논산시,두사1길,127.1153773,36.25333348,다바654063
봉운사,지역사찰,전라북도,완주군,순지1길,127.1796708,35.93836816,다마711713
약수암,지역사찰,경상남도,김해시,생림대로,128.873176,35.30295414,마마248016
미륵암,지역사찰,경상남도,김해시,안양로44번길,128.8556902,35.35180229,마마231070
낙산암,지역사찰,경상남도,고성군,,128.3400877,35.02609173,라라766704
미륵사,지역사찰,전라남도,해남군,산이로,126.4616539,34.63629572,다라048273
보광사,지역사찰,전라남도,장흥군,도서2길,126.8740827,34.48929557,다라425107
원불교구이교당,지역사찰,전라북도,완주군,구이로,127.1147991,35.68738669,다마651435
문수사,지역사찰,경상남도,양산시,평산북2길,129.1531141,35.38461887,마마501111
성원암,지역사찰,경기도,의정부시,둔야로33번길,127.0374817,37.739024,다사592711
약사사,지역사찰,강원도,춘천시,노동길,127.5881709,37.84388898,라사077826
용암사,지역사찰,경기도,동두천시,신천로231번길,127.0411346,37.94257509,다사596937
홍법사,지역사찰,서울특별시,성북구,정릉로10다길,126.9949635,37.60497556,다사554562
서봉암,지역사찰,경상남도,사천시,봉암길,127.9104159,35.09558138,라라374779
천해사,지역사찰,경기도,포천시,한성3길,127.1708294,37.80338901,다사710782
대원사,지역사찰,부산광역시,동래구,쇠미로129번길,129.0585022,35.20422952,마라418909
영천사,지역사찰,경상남도,창원시 마산합포구,요장2길,128.4995564,35.11281888,라라910801
선광사,지역사찰,경기도,김포시,석모1로189번길,126.6468052,37.66171277,다사247628
송림사,지역사찰,세종특별자치시,,축산길,127.2992453,36.43508114,다바820264
덕성사,지역사찰,울산광역시,북구,화정2길,129.3427972,35.66052064,마마668420
법용사달마선원,지역사찰,강원도,영월군,중선로,128.3056633,37.35825614,라사713291
구룡사,지역사찰,경기도,오산시,가수로,127.0444352,37.14759561,다사595055
능혜사,지역사찰,경기도,연천군,양연로1162번길,127.0348723,37.9943484,다사591994
청수사,지역사찰,서울특별시,동작구,양녕로20길,126.9447665,37.49609059,다사509442
기원정사,지역사찰,서울특별시,광진구,영화사로,127.0888644,37.55820152,다사636510
천불사,지역사찰,서울특별시,강동구,구천면로47가길,127.1344539,37.54982772,다사677501
이월선원,지역사찰,충청북도,영동군,국촌길,127.7519287,36.14605107,라마226943
도성사,지역사찰,대구광역시,동구,도평로77길,128.6578088,35.94178299,마마044722
대명심인당,지역사찰,대구광역시,남구,현충서길,128.5800074,35.84951278,라마975619
중생사,지역사찰,서울특별시,송파구,성내천로38길,127.153646,37.49765437,다사693443
지장선원,지역사찰,강원도,홍천군,한서로,127.7627065,37.60363426,라사231560
자비사,지역사찰,강원도,원주시,다리실1길,128.0453412,37.26147143,라사483182
금강선원,지역사찰,경기도,동두천시,평화로,127.0572357,37.90716821,다사610897
관음사,지역사찰,충청남도,부여군,성왕로352번길,126.9285007,36.28166817,다바486095
법계사,지역사찰,경상북도,청도군,헐티로,128.5602264,35.71573198,라마958471
혜림사,지역사찰,서울특별시,종로구,평창1길,126.9631981,37.60486338,다사526562
미타정사,지역사찰,서울특별시,종로구,통일로18가길,126.9597497,37.57813249,다사522533
흥창사,지역사찰,서울특별시,은평구,통일로,126.9138099,37.63840263,다사482600
장대서원,서원/향교/서당,경상북도,의성군,장대1길,128.617857,36.28751837,마바003106
간성향교,서원/향교/서당,강원도,고성군,진부령로,128.4390255,38.37825658,라아820423
정선향교,서원/향교/서당,강원도,정선군,비봉로,128.6656202,37.38236147,마사031321
금광산성,서원/향교/서당,경기도,안성시,,127.322905,36.99542918,다바842885
녹동서원,서원/향교/서당,전라남도,영암군,낭산로,126.6957935,34.7919232,다라264444
동죽서원,서원/향교/서당,전라북도,정읍시,학전길,126.8184342,35.6136035,다마382354
호산서원,서원/향교/서당,전라북도,완주군,비비정길,127.0684067,35.89957877,다마610670
주암서원,서원/향교/서당,전라북도,임실군,방계3길,127.3544878,35.56574897,다마868299
죽계서원,서원/향교/서당,전라북도,무주군,평장길,127.6449305,35.845544,라마130610
호암서원,서원/향교/서당,전라북도,남원시,덕과도촌길,127.3898435,35.50579833,다마900233
향교말,서원/향교/서당,충청남도,보령시,,126.5924416,36.41432792,다바186244
서원골,서원/향교/서당,경상북도,칠곡군,달서원길,128.4804469,35.98591201,라마883770
단계서당,서원/향교/서당,경상북도,경주시,단구안계길,129.2490973,36.04403921,마마575844
영산서원,서원/향교/서당,경상북도,영양군,현동1길,129.1189257,36.65430226,마바447519
맨드리저수지,지역호수/저수지,경기도,화성시,,127.0008909,37.1979242,다사557111
동산제,지역호수/저수지,경상남도,남해군,,127.9013976,34.84792233,라라366504
응골소류지,지역호수/저수지,경상남도,산청군,,127.9109321,35.47096374,라마372195
이곡소류지,지역호수/저수지,경상북도,포항시 북구,,129.3100742,36.17347582,마마627988
이곡저수지,지역호수/저수지,경상남도,진주시,,128.1768373,35.14861447,라라616839
점골못,지역호수/저수지,경상남도,김해시,,128.8122976,35.26236768,마라193971
아영박골못,지역호수/저수지,울산광역시,울주군,,129.1213615,35.52303541,마마470264
절골소류지,지역호수/저수지,경상남도,함안군,,128.4928006,35.32847111,라마902041
진목1저수지,지역호수/저수지,전라남도,장흥군,,126.9155368,34.465531,다라463081
대인제,지역호수/저수지,전라남도,해남군,,126.4883315,34.45089897,다라070068
대초저수지,지역호수/저수지,전라남도,영암군,,126.5839369,34.71548509,다라161360
아현지,지역호수/저수지,경상남도,남해군,,128.0007953,34.8178591,라라458471
인산못,지역호수/저수지,경상남도,밀양시,,128.7749137,35.39179971,마마157114
미너매못,지역호수/저수지,경상북도,김천시,,128.0075494,35.99844137,라마457780
전지골못,지역호수/저수지,울산광역시,울주군,,129.1412723,35.51605234,마마488256
중흥저수지,지역호수/저수지,전라남도,신안군,,126.1020283,34.80447308,나라721464
덕안못,지역호수/저수지,경상북도,영천시,,128.9039654,36.00478597,마마265795
덕진소류지,지역호수/저수지,전라북도,순창군,,127.0694921,35.37256907,다마608086
한밤실지,지역호수/저수지,경상북도,영주시,,128.6602477,36.99984792,마바032896
묵베이못,지역호수/저수지,경상북도,김천시,,128.0696754,36.07341898,라마512864
전골소류지,지역호수/저수지,경상남도,함양군,,127.7083348,35.51335716,라마188241
임내소류지,지역호수/저수지,경상남도,통영시,,128.4259258,34.96501461,라라845637
장재울소류지,지역호수/저수지,전라북도,완주군,,127.1359247,36.07169641,다마672861
서흥저수지,지역호수/저수지,전라북도,순창군,,127.07716,35.39134512,다마616107
석계하저수지,지역호수/저수지,경상남도,사천시,,128.0691685,35.02575121,라라519702
신풍저수지,지역호수/저수지,전라남도,무안군,,126.3345413,35.13270431,나라938825
석산소류지,지역호수/저수지,경상남도,함안군,,128.3754362,35.29195031,라라796999
석전소류지,지역호수/저수지,경상남도,고성군,,128.4051663,35.08058194,라라825765
가재못,지역호수/저수지,경상남도,합천군,,128.1525506,35.6646495,라마590411
대길소류지,지역호수/저수지,충청북도,청주시 청원구,,127.5573569,36.73294111,라바051594
내곡상못,지역호수/저수지,경상남도,밀양시,,128.6621536,35.56264354,마마053302
큰골못,지역호수/저수지,경상남도,산청군,,127.8624622,35.47465501,라마328199
봉들저수지,지역호수/저수지,경상북도,영양군,,129.1413626,36.7066349,마바466577
성곡저수지,지역호수/저수지,경상북도,영주시,,128.541684,36.7824559,라바929654
열반못,지역호수/저수지,경상북도,경주시,,129.330731,35.75475444,마마655524
연동소류지,지역호수/저수지,경상남도,창원시 마산합포구,,128.4900238,35.13781512,라라901829
여시목골소류지,지역호수/저수지,경상남도,합천군,,128.1173181,35.47218951,라마560197
여내기못,지역호수/저수지,경상북도,영천시,,128.9304452,36.00242627,마마289793
어은소류지,지역호수/저수지,충청북도,진천군,,127.4163639,36.79341377,다바925661
신시저수지,지역호수/저수지,충청남도,당진시,,126.5840878,36.85767502,다바183736
터진못,지역호수/저수지,경상북도,경산시,,128.7664852,35.82017798,마마144589
장전소류지,지역호수/저수지,강원도,원주시,,127.9567745,37.39787301,라사404332
비석소류지,지역호수/저수지,전라북도,남원시,,127.3470851,35.44681374,다마861167
포매호,지역호수/저수지,강원도,양양군,,128.7711576,37.95054217,마사116952
운계저수지,지역호수/저수지,경상남도,의령군,,128.2310645,35.41739917,라마663137
사곡소류지,지역호수/저수지,충청남도,공주시,,127.0609626,36.33362573,다바605152
하곡저수지,지역호수/저수지,경상남도,진주시,,128.3527383,35.16912421,라라776863
사동소류지,지역호수/저수지,경상남도,거창군,,127.8441635,35.71156282,라마311461
사리골소류지,지역호수/저수지,울산광역시,울주군,,129.1657983,35.47240781,마마511208
하남저수지,지역호수/저수지,광주광역시,광산구,,126.7984261,35.19055087,다라361885
하당저수지,지역호수/저수지,충청북도,음성군,,127.6670601,36.90958431,라바148790
산양소류지,지역호수/저수지,경상남도,거창군,,127.872938,35.82498757,라마336587
구시골못,지역호수/저수지,경상북도,상주시,,128.0749518,36.32037274,라바516138
산조개소류지,지역호수/저수지,충청남도,보령시,,126.6332112,36.19147323,다마220997
흙두드기소류지,지역호수/저수지,경상남도,함양군,,127.6926512,35.65308499,라마174396
구량실소류지,지역호수/저수지,전라북도,정읍시,,126.8870394,35.57152244,다마444307
석호저수지,지역호수/저수지,전라남도,해남군,,126.2755822,34.65253442,나라877293
장구렁못,지역호수/저수지,경상북도,상주시,,127.9822432,36.34759372,라바432167
명곡저수지,지역호수/저수지,충청남도,공주시,,126.9378777,36.59853097,다바497446
작은제2소류지,지역호수/저수지,전라남도,해남군,,126.4673538,34.53337156,다라052159
동산소류지,지역호수/저수지,경상남도,함양군,,127.7634203,35.56430021,라마238298
모래골못,지역호수/저수지,울산광역시,울주군,,129.0860227,35.56610793,마마437311
자양소류지,지역호수/저수지,경상남도,고성군,,128.2117052,35.00302329,라라649677
시곡지,지역호수/저수지,충청북도,제천시,,128.2641743,37.19067648,라사678104
죽동소류지,지역호수/저수지,경상남도,거창군,,127.9007665,35.71977533,라마362471
중곡소류지,지역호수/저수지,경상남도,창녕군,,128.4821226,35.62293541,라마889367
중동소류지,지역호수/저수지,경상남도,함양군,,127.8630088,35.63916304,라마328381
기양저수지,지역호수/저수지,경상북도,울진군,,129.3572066,36.88167087,마바655775
화양소류지,지역호수/저수지,충청남도,보령시,,126.5708721,36.24993844,다바165062
서산저수지,지역호수/저수지,전라남도,강진군,,126.7175064,34.65122257,다라282288
오리골못,지역호수/저수지,경상남도,합천군,,128.1046846,35.62785333,라마547370
오리골소류지,지역호수/저수지,경상남도,의령군,,128.2577988,35.35166742,라마688064
서봉제저수지,지역호수/저수지,전라남도,장흥군,,126.9556853,34.81574109,다라502469
소골못,지역호수/저수지,경상북도,영천시,,128.9568614,35.85267138,마마315627
소곳못,지역호수/저수지,경상북도,영천시,,128.8501386,36.0500827,마마216845
가마소류지,지역호수/저수지,충청북도,보은군,,127.8158499,36.51432768,라바282352
가산소류지,지역호수/저수지,충청북도,음성군,,127.4759084,37.02065994,다바978913
고내미소류지,지역호수/저수지,강원도,횡성군,,128.0270892,37.49245824,라사465438
조비1제,지역호수/저수지,전라남도,신안군,,126.1788426,35.07977877,나라795768
삽다리못,지역호수/저수지,울산광역시,울주군,,129.2088093,35.68399277,마마546444
고현저수지,지역호수/저수지,경기도,평택시,,127.0941424,37.13462928,다사639040
곡목못,지역호수/저수지,경상남도,창원시 의창구,동읍로359번길,128.6611571,35.29842622,마마055009
신촌소류지,지역호수/저수지,경상남도,사천시,,128.0440804,35.10943699,라라495795
송경소류지,지역호수/저수지,경상남도,산청군,,127.9103348,35.45425138,라마372176
골안못,지역호수/저수지,경상북도,의성군,,128.7471576,36.43215511,마바117267
용두소류지,지역호수/저수지,전라남도,곡성군,,127.1358377,35.26048993,다라668961
공정소류지,지역호수/저수지,전라북도,무주군,,127.7016632,35.85334826,라마182618
용소소류지,지역호수/저수지,경상남도,밀양시,,128.88471,35.44561273,마마256175
과리소류지,지역호수/저수지,경상남도,거창군,,127.9524946,35.64165286,라마409384
자비소류지,지역호수/저수지,경상남도,진주시,,128.1878639,35.26592851,라라625969
심곡저수지,지역호수/저수지,강원도,동해시,,129.0858365,37.579034,마사400544
관선들못,지역호수/저수지,경상남도,산청군,,127.7915005,35.45679717,라마264179
관지소류지,지역호수/저수지,경상남도,진주시,,128.0421546,35.25329211,라라493954
관춘저수지,지역호수/저수지,전라남도,해남군,,126.38851,34.57565108,나라980207
광령저수지,지역호수/저수지,제주특별자치도,제주시,,126.4263769,33.47131133,다나002982
탁골못,지역호수/저수지,울산광역시,울주군,,129.1127092,35.60138612,마마460351
탄광못,지역호수/저수지,경상북도,경주시,,129.4278903,35.66570046,마마744427
부거실소류지,지역호수/저수지,세종특별자치시,,,127.1913321,36.62266182,다바724472
월계저수지,지역호수/저수지,전라남도,순천시,,127.3987462,35.03091289,다라907706
동편소류지,지역호수/저수지,경상남도,거창군,,127.8566806,35.662183,라마322407
동진저수지,지역호수/저수지,경기도,용인시 처인구,,127.1887836,37.22501607,다사723140
한티못,지역호수/저수지,경상북도,영천시,,128.8395417,35.97008421,마마207756
경상저수지,지역호수/저수지,전라남도,담양군,,127.0422397,35.15451421,다라583844
항동저수지,지역호수/저수지,전라남도,완도군,,126.8355315,34.40360558,다라389012
상원소류지,지역호수/저수지,경상북도,상주시,,128.2635985,36.37286477,라바684197
상탑소류지,지역호수/저수지,경상남도,사천시,,128.0539856,35.12272539,라라504809
해월소류지,지역호수/저수지,전라남도,담양군,,126.9798745,35.35690689,다마527069
온직소류지,지역호수/저수지,충청남도,청양군,,126.811986,36.3834813,다바382208
소옥1제,지역호수/저수지,전라남도,여수시,,127.5795014,34.72289471,라라072365
새못,지역호수/저수지,경상남도,합천군,,128.2982532,35.62701166,라마722370
감나무골소류지,지역호수/저수지,경상남도,하동군,,127.8864689,35.0773704,라라352758
오척소류지,지역호수/저수지,경상남도,의령군,,128.3747743,35.40071194,라마794120
샘내못,지역호수/저수지,경상북도,청송군,,128.9074109,36.26329832,마바264082
소류지,지역호수/저수지,충청북도,보은군,,127.8701734,36.40666223,라바331233
땅등못,지역호수/저수지,경상북도,영양군,,129.0915805,36.60386311,마바423462
대병저수지,지역호수/저수지,경상남도,함양군,,127.7133649,35.53686348,라마193267
방동소류지,지역호수/저수지,경상남도,산청군,,127.9972899,35.37467897,라마451088
대두저수지,지역호수/저수지,전라남도,신안군,,125.9185634,34.72345427,나라552376
배밭골못,지역호수/저수지,울산광역시,울주군,,129.1351636,35.54641189,마마482290
청계저수지,지역호수/저수지,경기도,포천시,,127.339698,37.94129522,다사859934
답천저수지,지역호수/저수지,경상남도,진주시,,128.2884904,35.15252714,라라718844
닥은못,지역호수/저수지,제주특별자치도,서귀포시,,126.6684944,33.29685354,다나225786
육림호,지역호수/저수지,경기도,포천시,,127.1647016,37.748053,다사704720
후산저수지,지역호수/저수지,전라남도,해남군,,126.2976873,34.69260214,나라898337
숲담소류지,지역호수/저수지,경상남도,고성군,,128.4203615,35.04045267,라라839721
뱃골소류지,지역호수/저수지,경상남도,함양군,,127.7128894,35.50843422,라마193236
뱃티저수지,지역호수/저수지,경상북도,안동시,,128.9299299,36.6101097,마바278467
늑곡제1소류지,지역호수/저수지,전라북도,순창군,,127.0574655,35.33526324,다마597044
법동소류지,지역호수/저수지,경상남도,고성군,,128.4615489,35.03328631,라라877713
법흥소류지,지역호수/저수지,경상남도,밀양시,,128.8478394,35.47562359,마마222208
뒷골소류지,지역호수/저수지,경상남도,함양군,,127.790097,35.47877002,라마263203
뒷골못,지역호수/저수지,경상북도,경주시,,129.2949188,35.67563369,마마624436
병천이못,지역호수/저수지,울산광역시,울주군,,129.2104608,35.67271843,마마548431
논안못,지역호수/저수지,경상북도,군위군,,128.7268971,36.09339077,마마104891
안골샘못,지역호수/저수지,경상북도,경주시,,129.2159698,35.80684196,마마550580
옥포제2소류지,지역호수/저수지,부산광역시,강서구,,128.844993,35.12064459,마라225814
내초1소류지,지역호수/저수지,경상남도,합천군,,128.1747666,35.40423527,라마612122
평촌저수지,지역호수/저수지,전라남도,무안군,,126.4626091,35.01125338,다라053689
고내곡저수지,지역호수/저수지,충청남도,논산시,,127.121097,36.07699708,다마658867
오촌제,지역호수/저수지,전라남도,고흥군,,127.2687189,34.66307603,다라788298
가마제,지역호수/저수지,전라남도,영광군,,126.4111496,35.39792199,다마011119
대각제,지역호수/저수지,전라남도,함평군,,126.5558625,35.15447037,다라140847
노기제,지역호수/저수지,전라남도,화순군,,127.1376883,35.17804994,다라670870
용두제,지역호수/저수지,전라남도,구례군,,127.5087335,35.20262177,라라007896
근촌제,지역호수/저수지,전라남도,곡성군,,127.2340561,35.19942636,다라757893
토교저수지,지역호수/저수지,강원도,철원군,,127.2892469,38.27305837,다아815303
흙쑥물,지역호수/저수지,제주특별자치도,제주시,,126.2358385,33.3214541,나나823818
원토곡소류지,지역호수/저수지,충청북도,충주시,,127.9531189,37.03461606,라바402929
평암3제,지역호수/저수지,전라남도,해남군,,126.5894393,34.36835862,다다162975
관마3제,지역호수/저수지,전라남도,진도군,,126.1629557,34.40033676,나라771015
삼당2저수지,지역호수/저수지,전라남도,진도군,,126.1865103,34.43601751,나라793054
가향제,지역호수/저수지,전라남도,진도군,,126.3067733,34.43554879,나라903052
원남제,지역호수/저수지,충청북도,증평군,,127.5971427,36.85015184,라바086724
월계제,지역호수/저수지,전라남도,함평군,,126.5971353,35.2281627,다라178929
우천지,지역호수/저수지,경상북도,영양군,,129.1886545,36.74699223,마바507623
신제,지역호수/저수지,전라남도,해남군,,126.4755947,34.59138961,다라060223
청룡2제,지역호수/저수지,전라남도,강진군,,126.7128686,34.59573749,다라278226
호동2제,지역호수/저수지,전라남도,고흥군,,127.23956,34.60877373,다라761238
피악골방죽,지역호수/저수지,충청북도,청주시 흥덕구,,127.416403,36.63982352,다바925491
장수제,지역호수/저수지,전라남도,영암군,,126.6111202,34.69297788,다라185335
탄정제,지역호수/저수지,충청남도,청양군,,126.8264868,36.44158319,다바396273
무덤실곡지,지역호수/저수지,경상북도,청송군,,129.1114304,36.39331302,마바445229
텃골방죽,지역호수/저수지,대전광역시,유성구,,127.2666724,36.28299611,다바790095
넘실지,지역호수/저수지,경상북도,의성군,,128.6662056,36.23585812,마바047049
구지,지역호수/저수지,경상북도,군위군,구지길,128.5709857,36.20340934,라바962012
옥률지,지역호수/저수지,경상북도,김천시,,128.0950451,36.17343694,라마535975
호월제,지역호수/저수지,전라북도,익산시,,127.1165797,36.04750172,다마654834
버듬곡지,지역호수/저수지,경상북도,영천시,,129.0000528,36.02364483,마마351817
안골제,지역호수/저수지,전라남도,영암군,,126.628535,34.72897906,다라202375
송기제,지역호수/저수지,전라남도,순천시,,127.3196895,34.89714867,다라835558
등광제,지역호수/저수지,전라남도,보성군,,127.2938804,34.86679517,다라811524
당산제,지역호수/저수지,전라남도,영암군,,126.6611225,34.85037276,다라233509
송산제,지역호수/저수지,전라남도,무안군,,126.4709833,34.8517789,다라059512
용궁제,지역호수/저수지,전라남도,나주시,,126.7359232,34.93871324,다라302606
교산제,지역호수/저수지,전라남도,나주시,,126.7198703,34.91218008,다라287577
용호제,지역호수/저수지,전라남도,함평군,,126.5183723,34.98995904,다라104665
다산제,지역호수/저수지,전라남도,무안군,,126.5022736,34.95934978,다라089631
오두제,지역호수/저수지,전라남도,나주시,,126.6941003,35.04110467,다라264720
원화제,지역호수/저수지,전라남도,화순군,,126.9126896,35.03593512,다라464713
만수제,지역호수/저수지,전라남도,화순군,,126.9596504,35.01436411,다라507689
녹진이제,지역호수/저수지,전라남도,장성군,,126.784641,35.26120359,다라349964
뒷뜰제,지역호수/저수지,경상남도,함양군,,127.7600419,35.43297267,라마236152
학전제,지역호수/저수지,전라북도,고창군,,126.6019038,35.44957679,다마184174
평지저수지,지역호수/저수지,전라북도,고창군,,126.5653895,35.4601821,다마151186
신성제,지역호수/저수지,전라북도,정읍시,,126.8676063,35.52053323,다마426251
부동제,지역호수/저수지,전라북도,남원시,,127.5919481,35.54311719,라마083274
탑날저수지,지역호수/저수지,전라북도,임실군,,127.3379319,35.56511788,다마853299
암포시,지역호수/저수지,전라북도,임실군,,127.2211217,35.59269018,다마747329
제내제,지역호수/저수지,전라북도,정읍시,,126.794261,35.64911496,다마361394
산매제,지역호수/저수지,전라북도,정읍시,,126.8089381,35.64636247,다마374391
지금실제,지역호수/저수지,전라북도,정읍시,,127.028298,35.64785719,다마572391
수월제,지역호수/저수지,전라북도,임실군,,127.3344022,35.61203521,다마850351
남계제,지역호수/저수지,전라북도,진안군,,127.3857455,35.65854561,다마896402
덕산제,지역호수/저수지,전라북도,장수군,,127.5498998,35.61565854,라마045355
합천호,지역호수/저수지,경상남도,합천군,서부로,128.0445435,35.62382947,라마493365
양어장,지역호수/저수지,전라북도,부안군,,126.6758649,35.7328725,다마254488
서변제,지역호수/저수지,전라북도,장수군,,127.5982956,35.74261003,라마088495
큰골지,지역호수/저수지,경상북도,경주시,,129.4631759,35.73837236,마마775508
은교제,지역호수/저수지,전라북도,완주군,,127.004644,35.81159114,다마552573
외모제,지역호수/저수지,전라북도,김제시,,126.9877626,35.85124914,다마537617
진상동제,지역호수/저수지,전라북도,진안군,,127.3953011,35.86174807,다마905628
작은지,지역호수/저수지,경상북도,성주군,,128.2311294,35.84965878,라마660617
방천지,지역호수/저수지,대구광역시,달성군,다사로,128.5110124,35.88039257,라마912653
이곡지,지역호수/저수지,대구광역시,동구,,128.7206601,35.88727951,마마101663
외기지,지역호수/저수지,경상북도,성주군,,128.193522,35.95395379,라마625732
봉래산산림욕장,휴양림/수목원,강원도,영월군,,128.4900272,37.20168691,라사878118
진해드림파크천자봉산림욕장,휴양림/수목원,경상남도,창원시 진해구,진해대로1137번길,128.7179114,35.131541,마라109824
천생산성산림욕장,휴양림/수목원,경상북도,구미시,,128.4469863,36.10382363,라마852900
중미산자연휴양림,휴양림/수목원,경기도,양평군,중미산로,127.4556557,37.58321001,다사960537
조령산자연휴양림,휴양림/수목원,충청북도,괴산군,새재로,128.0524082,36.81045422,라바492681
국립용현자연휴양림,휴양림/수목원,충청남도,서산시,,126.609418,36.74855931,다바204615
백아산자연휴양림,휴양림/수목원,전라남도,화순군,수양로,127.1690684,35.15305152,다라698842
용화산자연휴양림,휴양림/수목원,강원도,춘천시,용화산로,127.7603764,38.01380249,라아228015
삼청공원유아숲체험장,휴양림/수목원,서울특별시,종로구,북촌로,126.9840539,37.58832123,다사544544
사라실라벤더치유정원,식물원,전라남도,광양시,,127.6241086,34.95028289,라라113617
메타세콰이어길,일반관광지,부산광역시,해운대구,해운대로,129.1837488,35.17577163,마라533880
용평리조트발왕산관광케이블카,일반관광지,강원도,평창군,올림픽로,128.6789456,37.64404709,마사040611
서울단풍길,일반관광지,서울특별시,노원구,덕릉로,127.068499,37.65014436,다사619612
경주보문단지루지월드,일반관광지,경상북도,경주시,,129.2908346,35.84455797,마마617623
하정웅로,일반관광지,전라남도,영암군,,126.622404,34.76037519,다라196410
박수근길,일반관광지,서울특별시,종로구,지봉로,127.015758,37.57145544,다사572525
강선영길,일반관광지,경기도,안성시,태평무길,127.2660354,37.03573689,다바791930
마리안느마가렛길,일반관광지,전라남도,고흥군,,127.1279928,34.51607003,다라658136
맥문동솔숲,일반관광지,경상북도,상주시,,127.9222988,36.54411913,라바377385
새만금광역탐방로,일반관광지,전라북도,김제시,,126.8038615,35.89412398,다마371666
거창서출동류물길,일반관광지,경상남도,거창군,,127.7479797,35.76385682,라마224519
서해랑길59코스,일반관광지,충청남도,서천군,춘장대길,126.523978,36.1632746,다마122966
